,hypernym,term,tree_id,train_test_split
2424,性病,生殖器疱疹,584,dev
2425,性病,淋病,584,dev
2426,性病,腹股沟肉芽肿,584,dev
2427,性病,梅毒,584,dev
2428,性病,衣原体疾病,584,dev
2429,梅毒,三期梅毒,584,dev
2430,梅毒,神经梅毒,584,dev
2431,梅毒,原发梅毒,584,dev
2432,梅毒,二期梅毒,584,dev
2433,神经梅毒,脊髓痨,584,dev
2434,救济金,患病津贴,585,dev
2435,救济金,伤残抚恤金,585,dev
2436,救济金,死亡保险金,585,dev
2437,抗体,凝集素,588,dev
2438,抗体,同族抗体,588,dev
2439,抗体,猕抗体,588,dev
2440,抗体,嗜异性抗体,588,dev
2441,抗体,自体抗原,588,dev
2442,抗体,单克隆抗体,588,dev
2443,抗体,免疫球蛋白,588,dev
2444,抗体,抗毒素,588,dev
2445,抗体,沉淀素,588,dev
2446,抗体,噬菌素,588,dev
2447,抗体,ABO抗体,588,dev
2448,凝集素,同族凝集素,588,dev
2449,自体抗原,类风湿因子,588,dev
2450,免疫球蛋白,免疫球蛋白G,588,dev
2451,免疫球蛋白,免疫球蛋白M,588,dev
2452,免疫球蛋白,免疫球蛋白A,588,dev
2453,免疫球蛋白,免疫球蛋白E,588,dev
2454,免疫球蛋白,免疫球蛋白D,588,dev
2455,抗毒素,破伤风抗毒素,588,dev
2456,抗毒素,抗蛇毒素,588,dev
2457,免疫球蛋白E,反应抗体,588,dev
2458,时间间隔,周期,597,dev
2459,时间间隔,执行时间,597,dev
2460,时间间隔,时间间隔,597,dev
2461,时间间隔,反应时间,597,dev
2462,时间间隔,无限的时间,597,dev
2463,时间间隔,月潮间隙,597,dev
2464,时间间隔,时间常数,597,dev
2465,时间间隔,间歇,597,dev
2466,时间间隔,潜伏期,597,dev
2467,时间间隔,处理时间,597,dev
2468,时间间隔,中断,597,dev
2469,时间间隔,外出期,597,dev
2470,时间间隔,访问时间,597,dev
2471,时间间隔,广播时隙,597,dev
2472,时间间隔,过渡期间,597,dev
2473,时间间隔,投产准备阶段,597,dev
2474,时间间隔,循环地,597,dev
2475,时间间隔,寻道时间,597,dev
2476,时间间隔,加闰日,597,dev
2477,周期,轨道周期,597,dev
2478,时间常数,弛豫时间,597,dev
2479,间歇,幕间休息,597,dev
2480,处理时间,指令处理时间,597,dev
2481,中断,休息,597,dev
2482,中断,中断,597,dev
2483,中断,停播时间,597,dev
2484,中断,休息时间,597,dev
2485,中断,停顿,597,dev
2486,中断,中场休息,597,dev
2487,中断,信号中断,597,dev
2488,中断,延迟,597,dev
2489,中断,时间段,597,dev
2490,过渡期间,政权空白期,597,dev
2491,寻道时间,寻道时间,597,dev
2492,休息,短暂的休息时间,597,dev
2493,延迟,延缓偿付,597,dev
2494,延迟,延期,597,dev
2495,延迟,延迟程度,597,dev
2496,音响设备,扩音器,598,dev
2497,音响设备,仿鸟声的器具,598,dev
2498,音响设备,钟,598,dev
2499,音响设备,喇叭状助听器,598,dev
2500,钟,牛铃,598,dev
2501,钟,火警铃,598,dev
2502,钟,吃饭的铃声,598,dev
2503,钟,教堂的钟,598,dev
2504,钟,独立钟,598,dev
2505,钟,丧钟,598,dev
2506,钟,电铃,598,dev
2507,帆,前桅大帆,605,dev
2508,帆,主帆,605,dev
2509,帆,中帆,605,dev
2510,帆,前桅帆,605,dev
2511,帆,纵帆,605,dev
2512,帆,前纵帆,605,dev
2513,主帆,主帆,605,dev
2514,纵帆,斜桁帆,605,dev
2515,纵帆,三角帆,605,dev
2516,纵帆,后桅纵帆,605,dev
2517,纵帆,顶帆,605,dev
2518,纵帆,船首三角帆,605,dev
2519,纵帆,斜桁四角帆,605,dev
2520,船首三角帆,飞伸三角帆,605,dev
2521,情感障碍,躁郁症,606,dev
2522,情感障碍,躁狂,606,dev
2523,情感障碍,忧郁症,606,dev
2524,躁郁症,循环性精神病,606,dev
2525,躁狂,发狂,606,dev
2526,忧郁症,内源性抑郁症,606,dev
2527,忧郁症,依赖性抑郁,606,dev
2528,忧郁症,神经性忧郁,606,dev
2529,忧郁症,抑郁性抑郁症,606,dev
2530,忧郁症,迟钝性抑郁症,606,dev
2531,忧郁症,精神病性抑郁,606,dev
2532,忧郁症,激越性抑郁症,606,dev
2533,忧郁症,外源性抑郁,606,dev
2534,忧郁症,重郁发作,606,dev
2535,发狂,入迷,606,dev
2536,发狂,集体歇斯底里,606,dev
2537,重郁发作,更年期忧郁病,606,dev
2538,重郁发作,单向抑郁,606,dev
2539,社会,教化,607,dev
2540,教化,爱琴海诸文明,607,dev
2541,平台,主甲板,609,dev
2542,平台,前甲板,609,dev
2543,平台,上层轻甲板,609,dev
2544,平台,装炮的甲板,609,dev
2545,平台,后甲板,609,dev
2546,平台,露天泳池甲板,609,dev
2547,平台,下甲板,609,dev
2548,平台,飞行甲板,609,dev
2549,纽带,铁丝,610,dev
2550,纽带,包扎工具,610,dev
2551,纽带,链,610,dev
2552,铁丝,有刺的铁丝网,610,dev
2553,铁丝,打包钢丝,610,dev
2554,链,短链,610,dev
2555,链,锚链,610,dev
2556,链,表链,610,dev
2557,链,自行车链条,610,dev
2558,自卫机能,隔离,611,dev
2559,自卫机能,转换,611,dev
2560,自卫机能,退行作用,611,dev
2561,自卫机能,否认,611,dev
2562,自卫机能,文饰作用,611,dev
2563,自卫机能,压抑作用,611,dev
2564,自卫机能,变位,611,dev
2565,自卫机能,理智化,611,dev
2566,自卫机能,心理防御机制,611,dev
2567,自卫机能,代偿,611,dev
2568,自卫机能,理想化,611,dev
2569,自卫机能,反应形成,611,dev
2570,代偿,过度代偿,611,dev
2571,仿真,地球仪,613,dev
2572,仿真,人物,613,dev
2573,仿真,实体模型,613,dev
2574,地球仪,浑天仪,613,dev
2575,人物,塑像,613,dev
2576,人物,人体模型,613,dev
2577,人物,船头雕饰,613,dev
2578,浑天仪,浑天仪,613,dev
2579,人体模型,人体活动模型,613,dev
2580,人体模型,一种小鸟,613,dev
2581,海鲈,多锯鲈,616,dev
2582,海鲈,黑口尖牙鲈,616,dev
2583,海鲈,石斑鱼,616,dev
2584,海鲈,条纹石鮨,616,dev
2585,海鲈,黑海鲈,616,dev
2586,海鲈,岩海鲈,616,dev
2587,石斑鱼,大海鲈,616,dev
2588,石斑鱼,石斑鱼,616,dev
2589,石斑鱼,岩石斑鱼,616,dev
2590,义务,任务,623,dev
2591,义务,工作,623,dev
2592,芳草,当归,624,dev
2593,器官损害,溃疡,627,dev
2594,器官损害,结核节,627,dev
2595,溃疡,消化性溃疡,627,dev
2596,溃疡,侵蚀性溃疡,627,dev
2597,溃疡,坏疽性口炎,627,dev
2598,溃疡,口内炎,627,dev
2599,溃疡,软下疳,627,dev
2600,溃疡,溃疡,627,dev
2601,溃疡,褥疮,627,dev
2602,消化性溃疡,胃溃疡,627,dev
2603,消化性溃疡,十二指肠溃疡,627,dev
2604,医疗建筑,医务室,628,dev
2605,医疗建筑,门诊所,628,dev
2606,医务室,疯人院,628,dev
2607,医务室,传染病医院,628,dev
2608,医务室,孤儿院,628,dev
2609,医务室,产科医院,628,dev
2610,医务室,军事医院,628,dev
2611,门诊所,医务室,628,dev
2612,疯人院,疯人院,628,dev
2613,军事医院,野战医院,628,dev
2614,寄生虫,根瘤蚜,631,dev
2615,寄生虫,木虱,631,dev
2616,寄生虫,球蚜,631,dev
2617,寄生虫,蚜虫,631,dev
2618,寄生虫,栎树病,631,dev
2619,球蚜,匿蚜虫,631,dev
2620,球蚜,云杉瘿球蚜,631,dev
2621,球蚜,松球蚜,631,dev
2622,球蚜,冷杉球蚜,631,dev
2623,蚜虫,绵蚜,631,dev
2624,蚜虫,牙虫的一种,631,dev
2625,蚜虫,苹蚜,631,dev
2626,蚜虫,蚜,631,dev
2627,蚜虫,黑豆蚜,631,dev
2628,绵蚜,苹果绵蚜,631,dev
2629,绵蚜,赤杨绵蚜,631,dev
2630,牙虫的一种,桃蚜,631,dev
2631,牙虫的一种,苍白菊花蚜虫,631,dev
2632,类人猿,小长臂猿,635,dev
2633,类人猿,猩猩科类人猿,635,dev
2634,小长臂猿,长臂猿,635,dev
2635,小长臂猿,合趾猴,635,dev
2636,猩猩科类人猿,黑猩猩,635,dev
2637,猩猩科类人猿,大猩猩,635,dev
2638,猩猩科类人猿,猩猩,635,dev
2639,黑猩猩,黑脸黑猩猩,635,dev
2640,黑猩猩,施氏黑猩猩,635,dev
2641,黑猩猩,倭猩猩,635,dev
2642,黑猩猩,白脸黑猩猩,635,dev
2643,大猩猩,山地大猩猩,635,dev
2644,大猩猩,银背大猩,635,dev
2645,出生,出生,637,dev
2646,出生,孵化,637,dev
2647,出生,下蛋,637,dev
2648,出生,下小猪,637,dev
2649,出生,生小牛崽,637,dev
2650,出生,分娩,637,dev
2651,出生,自然分娩,637,dev
2652,出生,家庭式分娩法,637,dev
2653,出生,积极分娩,637,dev
2654,分娩,早产,637,dev
2655,自然分娩,拉马兹法,637,dev
2656,历史,传记,639,dev
2657,历史,编年史,639,dev
2658,历史,古代史,639,dev
2659,蚧总科昆虫,介壳虫,643,dev
2660,蚧总科昆虫,水腊虫,643,dev
2661,介壳虫,软蜡蚧,643,dev
2662,介壳虫,白蜡蚧,643,dev
2663,介壳虫,盾蚧,643,dev
2664,介壳虫,胭脂红昆虫,643,dev
2665,水腊虫,康氏粉蚧,643,dev
2666,水腊虫,粉蚧,643,dev
2667,水腊虫,柑桔臀纹粉蚧,643,dev
2668,软蜡蚧,褐软蜡蚧,643,dev
2669,盾蚧,梨圆蚧,643,dev
2670,不洁,污染,645,dev
2671,不洁,弄脏,645,dev
2672,不洁,肮脏,645,dev
2673,不洁,腐败,645,dev
2674,不洁,掺假,645,dev
2675,不洁,掺和,645,dev
2676,污染,水污染,645,dev
2677,污染,空气污染,645,dev
2678,污染,噪声污染,645,dev
2679,污染,热污染,645,dev
2680,污染,生物降解性污染,645,dev
2681,弄脏,灰尘污染,645,dev
2682,空气污染,细尘污染,645,dev
2683,空气污染,烟雾,645,dev
2684,空气污染,工业空气污染,645,dev
2685,空气污染,酸雨,645,dev
2686,空气污染,毒气,645,dev
2687,抽筋,颌痉挛,646,dev
2688,抽筋,角弓反张,646,dev
2689,抽筋,里急后重,646,dev
2690,抽筋,肌肉抽筋,646,dev
2691,抽筋,肌阵挛,646,dev
2692,抽筋,牙关紧闭症,646,dev
2693,抽筋,抽筋,646,dev
2694,抽筋,脸痉挛,646,dev
2695,抽筋,抽搐,646,dev
2696,抽筋,睑痉挛,646,dev
2697,抽筋,纤维性颤动,646,dev
2698,抽筋,肌束颤搐,646,dev
2699,纤维性颤动,心室颤动,646,dev
2700,纤维性颤动,心房颤动,646,dev
2701,爆发,空中爆炸,647,test
2702,爆发,爆炸,647,test
2703,精神失常,不理智,648,test
2704,精神失常,痴呆,648,test
2705,精神失常,癫狂,648,test
2706,精神失常,失衡,648,test
2707,精神失常,愤怒,648,test
2708,痴呆,早老性痴呆,648,test
2709,痴呆,酒毒性痴呆,648,test
2710,痴呆,老人期精神病,648,test
2711,早老性痴呆,年性痴呆,648,test
2712,早老性痴呆,皮克病,648,test
2713,装甲板,腹甲,651,test
2714,装甲板,护喉甲胄,651,test
2715,装甲板,护肘,651,test
2716,装甲板,肩甲,651,test
2717,装甲板,护膝甲,651,test
2718,装甲板,臂章,651,test
2719,装甲板,后挡板,651,test
2720,装甲板,胸铠,651,test
2721,装甲板,护腿甲,651,test
2722,装甲板,护面甲,651,test
2723,装甲板,护胫,651,test
2724,装甲板,帽盔,651,test
2725,装甲板,马盔,651,test
2726,帽盔,中世纪高顶盔,651,test
2727,帽盔,头盔,651,test
2728,帽盔,大头盔,651,test
2729,帽盔,盔,651,test
2730,帽盔,一种轻钢盔,651,test
2731,子囊菌,盘菌,652,test
2732,子囊菌,子囊真菌,652,test
2733,子囊菌,麦角菌,652,test
2734,盘菌,红白毛杯菌,652,test
2735,盘菌,润滑锤舌菌,652,test
2736,盘菌,橙黄网孢盘菌,652,test
2737,教学,演讲,653,test
2738,教学,一堂课,653,test
2739,医疗者,减轻者,654,test
2740,纹章,盾徽,655,test
2741,纹章,纹章模型,655,test
2742,纹章模型,小环,655,test
2743,纹章模型,鸢尾,655,test
2744,餐具,勺,657,test
2745,餐具,叉,657,test
2746,勺,点心用匙,657,test
2747,叉,切肉餐叉,657,test
2748,旋律,主题,658,test
2749,失去自我控制,休克,660,test
2750,失去自我控制,中暑,660,test
2751,失去自我控制,神经衰弱,660,test
2752,休克,障碍性休克,660,test
2753,休克,失血性休克,660,test
2754,休克,胰岛素反应,660,test
2755,休克,心源性休克,660,test
2756,中暑,虚脱,660,test
2757,中暑,中暑,660,test
2758,神经衰弱,神经衰弱,660,test
2759,计算器,便携式计算器,661,test
2760,计算器,加数器,661,test
2761,计算器,加法器,661,test
2762,计算器,计数器,661,test
2763,计算器,算盘,661,test
2764,小猎狗,澳大利亚㹴,663,test
2765,小猎狗,爱尔兰㹴,663,test
2766,小猎狗,矮脚狄文㹴,663,test
2767,小猎狗,博德猎狐犬,663,test
2768,小猎狗,艾尔达犬,663,test
2769,小猎狗,凯利蓝㹴,663,test
2770,小猎狗,猎狐犬,663,test
2771,小猎狗,贝德林顿猎狗,663,test
2772,小猎狗,约克郡犬,663,test
2773,小猎狗,西部高地白㹴,663,test
2774,小猎狗,叭喇狗,663,test
2775,小猎狗,挪威㹴,663,test
2776,小猎狗,捕鼠梗犬,663,test
2777,小猎狗,凯恩㹴狗,663,test
2778,小猎狗,爱尔兰软毛㹴,663,test
2779,小猎狗,波士顿狗,663,test
2780,小猎狗,斯凯狗,663,test
2781,小猎狗,西藏㹴,663,test
2782,小猎狗,诺福克㹴,663,test
2783,小猎狗,髯狗,663,test
2784,小猎狗,丝毛㹴,663,test
2785,小猎狗,西藏小狗,663,test
2786,小猎狗,苏格兰种狗,663,test
2787,小猎狗,刚毛猎狐㹴,663,test
2788,猎狐犬,硬毛猎狐㹴,663,test
2789,猎狐犬,短毛猎狐㹴,663,test
2790,叭喇狗,斯塔福德狗,663,test
2791,叭喇狗,斯塔福郡狗,663,test
2792,捕鼠梗犬,曼彻斯特狗,663,test
2793,髯狗,标准雪纳瑞犬,663,test
2794,髯狗,巨斯那策狼犬,663,test
2795,髯狗,小种髯狗,663,test
2796,刚毛猎狐㹴,威尔士㹴,663,test
2797,刚毛猎狐㹴,湖区矮犬,663,test
2798,威尔士㹴,锡利哈姆犬,663,test
2799,晶石,长石,664,test
2800,长石,正长石,664,test
2801,长石,中长石,664,test
2802,中长石,纳长石,664,test
2803,中长石,钙长石,664,test
2804,政体,宫廷,665,test
2805,政体,旧体制,665,test
2806,连接,接触,666,test
2807,连接,阻挡带,666,test
2808,连接,接合处,666,test
2809,接触,短路,666,test
2810,接触,断电触点,666,test
2811,接触,电气插头,666,test
2812,接合处,夹角接,666,test
2813,接合处,对接,666,test
2814,接合处,榫接,666,test
2815,接合处,柔性接头,666,test
2816,接合处,搭接处,666,test
2817,接合处,绞链关节,666,test
2818,接合处,球窝接头,666,test
2819,对接,对接焊,666,test
2820,对接,夹板接合,666,test
2821,榫接,鸽尾结合,666,test
2822,柔性接头,门的铰链,666,test
2823,内驱力,渴望,667,test
2824,内驱力,性冲动,667,test
2825,内驱力,低氧,667,test
2826,内驱力,口渴,667,test
2827,渴望,空腹,667,test
2828,渴望,营养不良,667,test
2829,渴望,大胃口,667,test
2830,渴望,挨饿状态,667,test
2831,渴望,摄食过度,667,test
2832,低氧,氧不足,667,test
2833,低氧,缺血性缺氧,667,test
2834,低氧,乏氧性缺氧,667,test
2835,低氧,高空病,667,test
2836,低氧,窒息,667,test
2837,低氧,贫血性缺氧,667,test
2838,口渴,烦渴,667,test
2839,口渴,脱水,667,test
2840,氧不足,缺血性缺氧,667,test
2841,氧不足,乏氧性缺氧,667,test
2842,氧不足,贫血性缺氧,667,test
2843,高空病,山岳病,667,test
2844,发射,场发射,668,test
2845,发射,光电发射,668,test
2846,发射,放射,668,test
2847,发射,热电子发射,668,test
2848,合并,结合,669,test
2849,合并,类并,669,test
2850,合并,结为一体,669,test
2851,合并,紧密的结合,669,test
2852,合并,挽,669,test
2853,合并,关联,669,test
2854,结为一体,同盟,669,test
2855,结为一体,同盟化,669,test
2856,挽,接触状态,669,test
2857,挽,互相连络,669,test
2858,挽,连结,669,test
2859,挽,凝聚,669,test
2860,接触状态,接触,669,test
2861,凝聚,协调,669,test
2862,凝聚,连续性,669,test
2863,啤酒,麦芽啤酒,674,test
2864,激进分子,恐怖主义者,677,test
2865,激进分子,无政府主义者,677,test
2866,允许,接受,678,test
2867,允许,赞赏,678,test
2868,赞赏,偶像化,678,test
2869,细胞毒害药物,抗肿瘤药,679,test
2870,抗肿瘤药,代谢拮抗物,679,test
2871,抗肿瘤药,天门冬酰胺酶,679,test
2872,抗肿瘤药,抗瘤抗生素,679,test
2873,抗肿瘤药,环己亚硝脲,679,test
2874,抗肿瘤药,左旋溶肉瘤素,679,test
2875,抗肿瘤药,氟尿苷,679,test
2876,代谢拮抗物,氟脲嘧啶,679,test
2877,代谢拮抗物,氨甲喋呤,679,test
2878,代谢拮抗物,巯嘌呤,679,test
2879,抗瘤抗生素,光神霉素,679,test
2880,工业生产,分馏法,682,test
2881,工业生产,艾奇逊法,682,test
2882,工业生产,哈伯制氨法,682,test
2883,工业生产,苏威进程,682,test
2884,工业生产,贝塞麦炼钢法,682,test
2885,工业生产,氰化法,682,test
2886,分馏法,分馏作用,682,test
2887,分馏法,分解蒸馏,682,test
2888,分解蒸馏,干馏,682,test
2889,事故,严重的事故,683,test
2890,段,墩身,684,test
2891,段,扇,684,test
2892,段,一截,684,test
2893,段,弯子,684,test
2894,扇,活动翻板,684,test
2895,弯子,急弯,684,test
2896,弯子,急转弯,684,test
2897,弯子,急弯处,684,test
2898,为人,不恭,685,test
2899,为人,挑衅,685,test
2900,挑衅,激怒,685,test
2901,激怒,侵犯性,685,test
2902,入口,入口,688,test
2903,入口,舱门,688,test
2904,入口,拱道,688,test
2905,入口,外面的门,688,test
2906,舱门,安全舱口,688,test
2907,外面的门,后门,688,test
2908,外面的门,两截门,688,test
2909,外面的门,前门,688,test
2910,侮辱,残忍,691,test
2911,侮辱,儿童虐待,691,test
2912,侮辱,残害,691,test
2913,侮辱,儿童忽视,691,test
2914,残忍,刺刑,691,test
2915,残忍,凶恶,691,test
2916,残害,大屠杀,691,test
2917,残害,折磨,691,test
2918,残害,压制,691,test
2919,凶恶,暴行,691,test
2920,凶恶,暴虐,691,test
2921,折磨,折磨,691,test
2922,折磨,吊刑,691,test
2923,化肥,有机肥料,692,test
2924,有机肥料,骨粉,692,test
2925,有机肥料,粪,692,test
2926,有机肥料,海鸟粪,692,test
2927,有机肥料,鱼粉,692,test
2928,有机肥料,印度楝树糕,692,test
2929,粪,马粪,692,test
2930,粪,粪便肥料,692,test
2931,粪,鸡粪肥,692,test
2932,粪,未熟的堆肥,692,test
2933,粪,牛粪肥,692,test
2934,标准度量,测深尺,694,test
2935,标准度量,风力计,694,test
2936,标准度量,深度计,694,test
2937,标准度量,油量计,694,test
2938,减小,减少,695,test
2939,减小,衰落,695,test
2940,减小,变坏,695,test
2941,减小,下跌,695,test
2942,减少,减轻体重法,695,test
2943,减少,头发脱落,695,test
2944,变坏,下降,695,test
2945,头发脱落,秃发,695,test
2946,体操锻炼,倒立,698,test
2947,体操锻炼,双腿回环,698,test
2948,体操锻炼,引体向上,698,test
2949,体操锻炼,吊环,698,test
2950,体操锻炼,剪式跳法,698,test
2951,体操锻炼,水平腾越,698,test
2952,体操锻炼,俯卧式跳高,698,test
2953,体操锻炼,大回环,698,test
2954,吊环,平直垂悬,698,test
2955,吊环,倒悬垂,698,test
2956,吊环,反向垂悬,698,test
2957,吊环,屈体倒悬垂,698,test
2958,吊环,杠杆垂悬,698,test
2959,使腐坏,恶化,700,test
2960,使腐坏,分解,700,test
2961,使腐坏,腐烂,700,test
2962,恶化,侵蚀,700,test
2963,恶化,毁坏,700,test
2964,恶化,磨损,700,test
2965,恶化,老弱,700,test
2966,分解,分裂,700,test
2967,腐烂,溃烂,700,test
2968,毁坏,枯萎,700,test
2969,毁坏,毁灭,700,test
2970,谷物,玉米,701,test
2971,谷物,大米,701,test
2972,炸弹,书信炸弹,702,test
2973,炸弹,多目标炸弹,702,test
2974,炸弹,巡航导弹,702,test
2975,炸弹,手榴弹,702,test
2976,炸弹,汽车炸弹,702,test
2977,炸弹,小炸弹,702,test
2978,炸弹,毒气炮弹,702,test
2979,炸弹,杀伤炸弹,702,test
2980,炸弹,原子弹,702,test
2981,炸弹,深水炸弹,702,test
2982,炸弹,炮弹,702,test
2983,炸弹,自由下落炸弹,702,test
2984,炸弹,化学炸弹,702,test
2985,炸弹,公文包炸弹,702,test
2986,炸弹,气球炸弹,702,test
2987,炸弹,兆吨炸弹,702,test
2988,炸弹,氢弹,702,test
2989,炸弹,燃烧弹,702,test
2990,炸弹,电子炸弹,702,test
2991,炸弹,榴霰弹,702,test
2992,多目标炸弹,巨型炸弹,702,test
2993,手榴弹,手榴弹,702,test
2994,杀伤炸弹,炸弹巨无霸,702,test
2995,原子弹,低污染核弹,702,test
2996,原子弹,原子弹,702,test
2997,阻塞物,枪闩,705,test
2998,豆荚,发痒黧豆,707,test
2999,感觉缺失,局部麻醉,708,test
3000,感觉缺失,冷觉缺失,708,test
3001,感觉缺失,全身麻醉,708,test
3002,感觉缺失,传导麻醉,708,test
3003,感觉缺失,区域阻滞麻醉,708,test
3004,感觉缺失,表面麻醉,708,test
3005,全身麻醉,半麻醉,708,test
3006,全身麻醉,吸入麻醉,708,test
3007,区域阻滞麻醉,宫颈旁阻滞术,708,test
3008,区域阻滞麻醉,硬膜外麻醉,708,test
3009,区域阻滞麻醉,尾椎麻醉,708,test
3010,区域阻滞麻醉,冷觉缺失,708,test
3011,区域阻滞麻醉,脊椎麻醉,708,test
3012,脊椎麻醉,脊髓麻醉,708,test
3013,目标,意图,714,test
3014,目标,目标,714,test
3015,遮光物,帘子,715,test
3016,帘子,垂幕,715,test
3017,自然法,原则,717,test
3018,原则,推理原则,717,test
3019,鲉鱼,鲂鱼,718,test
3020,鲉鱼,豹鲂鮄,718,test
3021,鲉鱼,鲉科鱼,718,test
3022,鲉鱼,六线鱼,718,test
3023,鲉鱼,圆鳍鱼,718,test
3024,鲉鱼,杜父鱼,718,test
3025,鲉鱼,鲬鱼,718,test
3026,鲉鱼,八角鱼,718,test
3027,鲉鱼,长齿鱼,718,test
3028,鲉鱼,狮子鱼,718,test
3029,鲂鱼,鲂鮄鱼,718,test
3030,鲂鱼,鲂鮄,718,test
3031,鲉科鱼,岩鱼,718,test
3032,鲉科鱼,锯鲉,718,test
3033,鲉科鱼,蓑,718,test
3034,鲉科鱼,石鱼,718,test
3035,六线鱼,多棘单线鱼,718,test
3036,圆鳍鱼,圆鳍鱼科的鱼,718,test
3037,杜父鱼,杜父鱼,718,test
3038,杜父鱼,鰕虎鱼,718,test
3039,杜父鱼,美洲杜父鱼,718,test
3040,八角鱼,单鳍八角鱼,718,test
3041,八角鱼,八角鱼,718,test
3042,岩鱼,红色石鱼,718,test
3043,岩鱼,平鮋,718,test
3044,岩鱼,铜平鲉,718,test
3045,脑病,克雅氏病,720,test
3046,脑病,运动性失写,720,test
3047,脑病,帕金森氏症,720,test
3048,脑病,连贯表意不能,720,test
3049,脑病,失语症,720,test
3050,脑病,癫痫,720,test
3051,脑病,认识不能,720,test
3052,脑病,雷氏症候群,720,test
3053,脑病,尼克脑病,720,test
3054,脑病,大脑性麻痹,720,test
3055,失语症,视觉性失语症,720,test
3056,失语症,完全性失语,720,test
3057,失语症,尼克失语,720,test
3058,失语症,经皮质性失语,720,test
3059,失语症,传导型失语症,720,test
3060,失语症,听觉性失语,720,test
3061,失语症,命名性失语,720,test
3062,失语症,运动性失语,720,test
3063,癫痫,癫痫持续状态,720,test
3064,癫痫,焦点性癫痫,720,test
3065,癫痫,肌阵挛癫痫,720,test
3066,癫痫,反射性癫痫,720,test
3067,癫痫,强直性癫痫,720,test
3068,癫痫,癫痫大发作,720,test
3069,癫痫,前奔性癫痫,720,test
3070,癫痫,癫痫运动不能,720,test
3071,癫痫,外伤后癫痫,720,test
3072,认识不能,听觉辨识缺陷,720,test
3073,认识不能,视觉失认症,720,test
3074,认识不能,实体感觉丧失,720,test
3075,焦点性癫痫,感觉性癫痫,720,test
3076,焦点性癫痫,杰克逊癫痫,720,test
3077,反射性癫痫,光原性癫痫,720,test
3078,反射性癫痫,音乐性癫痫,720,test
3079,双簧,英国低音号,721,test
3080,双簧,低音管,721,test
3081,双簧,双簧弯管,721,test
3082,低音管,倍低音巴松笛,721,test
3083,社交聚会,招待会,722,test
3084,招待会,家庭招待会,722,test
3085,过滤器,滤水池,724,test
3086,过滤器,玻璃丝,724,test
3087,过滤器,细菌滤床,724,test
3088,过滤器,滤气器,724,test
3089,过滤器,滤光器,724,test
3090,过滤器,咖啡滤纸,724,test
3091,过滤器,硅藻土,724,test
3092,过滤器,柴油滤清器,724,test
3093,滤气器,过滤嘴,724,test
3094,注册簿,存货价值,725,test
3095,注册簿,工资名单,725,test
3096,注册簿,清算账目,725,test
3097,清算账目,贷方,725,test
3098,清算账目,借方,725,test
3099,清算账目,复审,725,test
3100,清算账目,会计分录,725,test
3101,清算账目,已审定项目,725,test
3102,清算账目,现金制,725,test
3103,清算账目,统驭账目,725,test
3104,清算账目,应计制,725,test
3105,复审,分析复核,725,test
3106,会计分录,调整记录,725,test
3107,会计分录,借方分录,725,test
3108,会计分录,贷方分录,725,test
3109,已审定项目,有限审计,725,test
3110,凸状,瘤,726,test
3111,凸状,凸出,726,test
3112,凸状,弧面,726,test
3113,凸状,尖头,726,test
3114,凸状,圆柱收分曲线,726,test
3115,凸状,脊,726,test
3116,瘤,小坡,726,test
3117,瘤,凸起部分,726,test
3118,瘤,尖利物,726,test
3119,瘤,头状突起,726,test
3120,瘤,疣,726,test
3121,瘤,小块,726,test
3122,凸出,瘤,726,test
3123,凸出,舌,726,test
3124,凸出,刺,726,test
3125,凸出,尾端,726,test
3126,尖头,脓肿头,726,test
3127,脊,皱状,726,test
3128,缝隙,木头上的长裂缝,727,test
3129,儿子或女儿,军人之子,729,test
3130,儿子或女儿,娃娃,729,test
3131,时候,时钟时间,730,test
3132,时候,黄金时段,730,test
3133,时钟时间,交通高峰时间,730,test
3134,时钟时间,傍晚,730,test
3135,时钟时间,关键时刻,730,test
3136,时钟时间,上床时间,730,test
3137,时钟时间,下半夜,730,test
3138,时钟时间,凌晨,730,test
3139,时钟时间,深夜,730,test
3140,时钟时间,吃饭时间,730,test
3141,时钟时间,中午,730,test
3142,时钟时间,祈祷时间,730,test
3143,时钟时间,天亮,730,test
3144,时钟时间,欢乐时光,730,test
3145,时钟时间,祷告时间,730,test
3146,时钟时间,午夜,730,test
3147,时钟时间,下班时间,730,test
3148,傍晚,夜,730,test
3149,上床时间,睡觉时间,730,test
3150,吃饭时间,晚餐时间,730,test
3151,吃饭时间,午餐时间,730,test
3152,吃饭时间,早餐时间,730,test
3153,祈祷时间,第二个祷告时间,730,test
3154,祈祷时间,晨祷,730,test
3155,祈祷时间,第三祷告时,730,test
3156,祈祷时间,第四时祷告仪式,730,test
3157,壳,外皮,731,test
3158,壳,玉米的外壳,731,test
3159,壳,苞,731,test
3160,外皮,壳,731,test
3161,苞,佛焰苞,731,test
3162,苞,小苞片,731,test
3163,苞,总苞,731,test
3164,苞,颖片,731,test
3165,颖片,外稃,731,test
3166,高尔夫球棒,铁头球棒,733,test
3167,铁头球棒,5号铁头球棒,733,test
3168,铁头球棒,1号铁杆,733,test
3169,铁头球棒,2号铁头球棒,733,test
3170,铁头球棒,7号铁头球棒,733,test
3171,铁头球棒,长铁头球棒,733,test
